"","X","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr.","team_abbr","year"
"27877",10,"C","Bern Brostek",26,"2",16,"1 fumble recovered","Los Angeles Rams / 1st / 23rd pick / 1990","ram",1992
"27878",11,"RG","Joe Milinichik",29,"5",16,"1 fumble recovered","Detroit Lions / 3rd / 69th pick / 1986","ram",1992
"27879",12,"RT","Jackie Slater",38,"16",16,"","Los Angeles Rams / 3rd / 86th pick / 1976","ram",1992
"27880",14,"LDE","Gerald Robinson",29,"6",16,"5.0 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 1st / 14th pick / 1986","ram",1992
"27881",15,"LDT","Marc Boutte",23,"Rook",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 3rd / 57th pick / 1992","ram",1992
"27882",16,"RDT","Sean Gilbert",22,"Rook",16,"5.0 sacks, 0 interceptions, 1 fumble recovered","Los Angeles Rams / 1st / 3rd pick / 1992","ram",1992
"27883",17,"RDE","Bill Hawkins",26,"3",7,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 1st / 21st pick / 1989","ram",1992
"27884",18,"LLB","Kevin Greene",30,"7",16,"10.0 sacks, 0 interceptions, 4 fumbles recovered","Los Angeles Rams / 5th / 113th pick / 1985","ram",1992
"27885",19,"MLB","Larry Kelm",28,"5",15,"0.0 sacks, 1 interception, 2 fumbles recovered","Los Angeles Rams / 4th / 108th pick / 1987","ram",1992
"27886",20,"RLB","Roman Phifer",24,"1",14,"0.0 sacks, 1 interception, 2 fumbles recovered","Los Angeles Rams / 2nd / 31st pick / 1991","ram",1992
"27887",21,"LCB","Todd Lyght",23,"1",12,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Los Angeles Rams / 1st / 5th pick / 1991","ram",1992
"27888",22,"RCB","Darryl Henley",26,"3",15,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Los Angeles Rams / 2nd / 53rd pick / 1989","ram",1992
"27889",23,"SS","Anthony Newman",27,"4",16,"0.0 sacks, 4 interceptions, 3 fumbles recovered","Los Angeles Rams / 2nd / 35th pick / 1988","ram",1992
"27890",24,"FS","Pat Terrell",24,"2",11,"","Los Angeles Rams / 2nd / 49th pick / 1990","ram",1992
"27891",26,"K","Tony Zendejas",32,"7",0,"15 of 20 field goals & 38 of 38 extra points","Washington Redskins / 1st / 27th pick / 1984 Supp","ram",1992
"27892",27,"P","Don Bracken",30,"7",0,"76 punts for a 41.1 average, 0 blocked","","ram",1992
"27893",28,"PR","Vernon Turner",25,"2",0,"28 punt returns for a 7.4 average and 0 td","","ram",1992
"27894",29,"KR","Vernon Turner",25,"2",0,"29 kick returns for a 19.6 average and 0 td","","ram",1992
"27895",2,"QB","Jim Everett",30,"7",9,"135 for 274, 1,652 yards, 8 td, 12 int, & 19 rushes for 38 yards and 0 td","Houston Oilers / 1st / 3rd pick / 1986","ram",1993
"27896",3,"RB","Jerome Bettis*+",21,"Rook",12,"294 rushes for 1,429 yards, 7 td, & 26 catches for 244 yards and 0 td","Los Angeles Rams / 1st / 10th pick / 1993","ram",1993
"27897",4,"FB","Tim Lester",25,"1",14,"11 rushes for 74 yards, 0 td, & 18 catches for 154 yards and 0 td","Los Angeles Rams / 10th / 255th pick / 1992","ram",1993
"27898",5,"WR","Flipper Anderson",28,"5",15,"37 catches for 552 yards, 4 td","Los Angeles Rams / 2nd / 46th pick / 1988","ram",1993
"27899",6,"WR","Henry Ellard",32,"10",16,"61 catches for 945 yards, 2 td, & 2 rushes for 18 yards and 0 td","Los Angeles Rams / 2nd / 32nd pick / 1983","ram",1993
"27900",7,"TE","Pat Carter",27,"5",10,"14 catches for 166 yards, 1 td","Detroit Lions / 2nd / 32nd pick / 1988","ram",1993
"27901",8,"LT","Irv Eatman",32,"7",16,"1 fumble recovered","Kansas City Chiefs / 8th / 204th pick / 1983","ram",1993
"27902",9,"LG","Tom Newberry",31,"7",9,"1 fumble recovered","Los Angeles Rams / 2nd / 50th pick / 1986","ram",1993
"27903",10,"C","Bern Brostek",27,"3",16,"","Los Angeles Rams / 1st / 23rd pick / 1990","ram",1993
"27904",11,"RG","Leo Goeas",27,"3",16,"","San Diego Chargers / 3rd / 60th pick / 1990","ram",1993
"27905",12,"RT","Jackie Slater",39,"17",8,"","Los Angeles Rams / 3rd / 86th pick / 1976","ram",1993
"27906",14,"LDE","Tony Woods",28,"6",8,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 1st / 18th pick / 1987","ram",1993
"27907",15,"LDT","Marc Boutte",24,"1",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","Los Angeles Rams / 3rd / 57th pick / 1992","ram",1993
"27908",16,"RDT","Sean Gilbert*",23,"1",16,"10.5 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 1st / 3rd pick / 1992","ram",1993
"27909",17,"RDE","Fred Stokes",29,"6",15,"9.5 sacks, 0 interceptions, 2 fumbles recovered","Los Angeles Rams / 12th / 332nd pick / 1987","ram",1993
"27910",18,"LLB","Henry Rolling",28,"5",9,"0.0 sacks, 2 interceptions, 0 fumbles recovered","Tampa Bay Buccaneers / 5th / 135th pick / 1987","ram",1993
"27911",19,"MLB","Shane Conlan",29,"6",11,"0.0 sacks, 1 interception, 0 fumbles recovered","Buffalo Bills / 1st / 8th pick / 1987","ram",1993
"27912",20,"RLB","Roman Phifer",25,"2",16,"0.0 sacks, 0 interceptions, 2 fumbles recovered","Los Angeles Rams / 2nd / 31st pick / 1991","ram",1993
"27913",21,"LCB","Todd Lyght",24,"2",9,"0.0 sacks, 2 interceptions, 1 fumble recovered","Los Angeles Rams / 1st / 5th pick / 1991","ram",1993
"27914",22,"RCB","Steve Israel",24,"1",12,"","Los Angeles Rams / 2nd / 30th pick / 1992","ram",1993
"27915",23,"SS","Michael Stewart",28,"6",14,"1.0 sacks, 1 interception, 0 fumbles recovered","Los Angeles Rams / 8th / 213th pick / 1987","ram",1993
"27916",24,"FS","Anthony Newman",28,"5",16,"","Los Angeles Rams / 2nd / 35th pick / 1988","ram",1993
"27917",26,"K","Tony Zendejas",33,"8",0,"16 of 23 field goals & 23 of 25 extra points","Washington Redskins / 1st / 27th pick / 1984 Supp","ram",1993
"27918",27,"P","Sean Landeta",31,"8",0,"42 punts for a 43.5 average, 0 blocked","","ram",1993
"27919",28,"PR","Richard Buchanan",24,"Rook",0,"8 punt returns for a 5.1 average and 0 td","","ram",1993
"27920",29,"KR","Deral Boykin",23,"Rook",0,"13 kick returns for a 16.6 average and 0 td","Los Angeles Rams / 6th / 149th pick / 1993","ram",1993
"27921",2,"QB","Chris Miller",29,"7",10,"173 for 317, 2,104 yards, 16 td, 14 int, & 20 rushes for 100 yards and 0 td","Atlanta Falcons / 1st / 13th pick / 1987","ram",1994
"27922",3,"RB","Jerome Bettis*",22,"1",16,"319 rushes for 1,025 yards, 3 td, & 31 catches for 293 yards and 1 td","Los Angeles Rams / 1st / 10th pick / 1993","ram",1994
"27923",4,"FB","Howard Griffith",27,"1",10,"9 rushes for 30 yards, 0 td, & 16 catches for 113 yards and 1 td","Indianapolis Colts / 9th / 236th pick / 1991","ram",1994
"27924",5,"WR","Flipper Anderson",29,"6",16,"46 catches for 945 yards, 5 td, & 1 rush for 11 yards and 0 td","Los Angeles Rams / 2nd / 46th pick / 1988","ram",1994
"27925",6,"WR","Jessie Hester",31,"9",15,"45 catches for 644 yards, 3 td, & 2 rushes for 28 yards and 0 td","Los Angeles Raiders / 1st / 23rd pick / 1985","ram",1994
"27926",7,"TE","Troy Drayton",24,"1",16,"32 catches for 276 yards, 6 td, & 1 rush for 4 yards and 0 td","Los Angeles Rams / 2nd / 39th pick / 1993","ram",1994
"27927",8,"LT","Clarence Jones",26,"3",16,"","New York Giants / 4th / 111th pick / 1991","ram",1994
"27928",9,"LG","Tom Newberry",32,"8",14,"1 fumble recovered","Los Angeles Rams / 2nd / 50th pick / 1986","ram",1994
"27929",10,"C","Bern Brostek",28,"4",10,"","Los Angeles Rams / 1st / 23rd pick / 1990","ram",1994
"27930",11,"RG","Leo Goeas",28,"4",13,"1 fumble recovered","San Diego Chargers / 3rd / 60th pick / 1990","ram",1994
"27931",12,"RT","Wayne Gandy",23,"Rook",9,"","Los Angeles Rams / 1st / 15th pick / 1994","ram",1994
"27932",14,"LDE","Robert Young",25,"3",16,"6.5 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 5th / 116th pick / 1991","ram",1994
"27933",15,"LDT","Jimmie Jones",28,"4",14,"5.0 sacks, 0 interceptions, 1 fumble recovered","Dallas Cowboys / 3rd / 64th pick / 1990","ram",1994
"27934",16,"RDT","Sean Gilbert",24,"2",14,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 1st / 3rd pick / 1992","ram",1994
"27935",17,"RDE","Fred Stokes",30,"7",15,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 12th / 332nd pick / 1987","ram",1994
"27936",18,"LLB","Joe Kelly",30,"8",14,"2.0 sacks, 1 interception, 1 fumble recovered","Cincinnati Bengals / 1st / 11th pick / 1986","ram",1994
"27937",19,"MLB","Shane Conlan",30,"7",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Buffalo Bills / 1st / 8th pick / 1987","ram",1994
"27938",20,"RLB","Roman Phifer",26,"3",15,"1.5 sacks, 2 interceptions, 0 fumbles recovered","Los Angeles Rams / 2nd / 31st pick / 1991","ram",1994
"27939",21,"LCB","Darryl Henley",28,"5",14,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Los Angeles Rams / 2nd / 53rd pick / 1989","ram",1994
"27940",22,"RCB","Todd Lyght",25,"3",16,"0.0 sacks, 1 interception, 1 fumble recovered","Los Angeles Rams / 1st / 5th pick / 1991","ram",1994
"27941",23,"SS","Marquez Pope",24,"2",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","San Diego Chargers / 2nd / 33rd pick / 1992","ram",1994
"27942",24,"FS","Anthony Newman",29,"6",14,"0.0 sacks, 2 interceptions, 1 fumble recovered","Los Angeles Rams / 2nd / 35th pick / 1988","ram",1994
"27943",26,"K","Tony Zendejas",34,"9",0,"18 of 23 field goals & 28 of 28 extra points","Washington Redskins / 1st / 27th pick / 1984 Supp","ram",1994
"27944",27,"P","Sean Landeta",32,"9",0,"78 punts for a 44.8 average, 0 blocked","","ram",1994
"27945",28,"PR","Johnny Bailey",27,"4",0,"19 punt returns for a 8.1 average and 0 td","Chicago Bears / 9th / 228th pick / 1990","ram",1994
"27946",29,"KR","David Lang",26,"3",0,"27 kick returns for a 23.2 average and 0 td","Los Angeles Rams / 12th / 328th pick / 1990","ram",1994
"27947",2,"QB","Chris Miller",30,"8",13,"232 for 405, 2,623 yards, 18 td, 15 int, & 22 rushes for 67 yards and 0 td","Atlanta Falcons / 1st / 13th pick / 1987","ram",1995
"27948",3,"RB","Jerome Bettis",23,"2",13,"183 rushes for 637 yards, 3 td, & 18 catches for 106 yards and 0 td","Los Angeles Rams / 1st / 10th pick / 1993","ram",1995
"27949",4,"WR","Isaac Bruce",23,"1",16,"119 catches for 1,781 yards, 13 td, & 3 rushes for 17 yards and 0 td","Los Angeles Rams / 2nd / 33rd pick / 1994","ram",1995
"27950",5,"WR","Jessie Hester",32,"10",7,"30 catches for 399 yards, 3 td","Los Angeles Raiders / 1st / 23rd pick / 1985","ram",1995
"27951",6,"TE","Marv Cook",29,"6",9,"26 catches for 135 yards, 1 td","New England Patriots / 3rd / 63rd pick / 1989","ram",1995
"27952",7,"TE","Troy Drayton",25,"2",16,"47 catches for 458 yards, 4 td","Los Angeles Rams / 2nd / 39th pick / 1993","ram",1995
"27953",8,"LT","Wayne Gandy",24,"1",16,"","Los Angeles Rams / 1st / 15th pick / 1994","ram",1995
"27954",9,"LG","Leo Goeas",29,"5",14,"","San Diego Chargers / 3rd / 60th pick / 1990","ram",1995
"27955",10,"C","Bern Brostek",29,"5",16,"","Los Angeles Rams / 1st / 23rd pick / 1990","ram",1995
"27956",11,"RG","Dwayne White",28,"5",15,"","New York Jets / 7th / 167th pick / 1990","ram",1995
"27957",12,"RT","Darryl Ashmore",26,"2",15,"","Los Angeles Rams / 7th / 171st pick / 1992","ram",1995
"27958",14,"LDE","Kevin Carter",22,"Rook",16,"6.0 sacks, 0 interceptions, 1 fumble recovered","St. Louis Rams / 1st / 6th pick / 1995","ram",1995
"27959",15,"LDT","Jimmie Jones",29,"5",16,"","Dallas Cowboys / 3rd / 64th pick / 1990","ram",1995
"27960",16,"RDT","D'Marco Farr",24,"1",16,"11.5 sacks, 1 interception, 0 fumbles recovered","","ram",1995
"27961",17,"RDE","Sean Gilbert",25,"3",14,"5.5 sacks, 0 interceptions, 1 fumble recovered","Los Angeles Rams / 1st / 3rd pick / 1992","ram",1995
"27962",18,"LLB","Carlos Jenkins",27,"4",13,"1.5 sacks, 0 interceptions, 1 fumble recovered","Minnesota Vikings / 3rd / 65th pick / 1991","ram",1995
"27963",19,"MLB","Shane Conlan",31,"8",11,"0.0 sacks, 1 interception, 2 fumbles recovered","Buffalo Bills / 1st / 8th pick / 1987","ram",1995
"27964",20,"RLB","Roman Phifer",27,"4",16,"3.0 sacks, 3 interceptions, 0 fumbles recovered","Los Angeles Rams / 2nd / 31st pick / 1991","ram",1995
"27965",21,"LCB","Todd Lyght",26,"4",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Los Angeles Rams / 1st / 5th pick / 1991","ram",1995
"27966",22,"RCB","Anthony Parker",29,"6",16,"0.0 sacks, 2 interceptions, 4 fumbles recovered","","ram",1995
"27967",23,"SS","Toby Wright",25,"1",16,"1.0 sacks, 6 interceptions, 1 fumble recovered","Los Angeles Rams / 2nd / 49th pick / 1994","ram",1995
"27968",24,"FS","Keith Lyle",23,"1",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Los Angeles Rams / 3rd / 71st pick / 1994","ram",1995
"27969",26,"K","Steve McLaughlin",24,"Rook",0,"8 of 16 field goals & 17 of 17 extra points","St. Louis Rams / 3rd / 82nd pick / 1995","ram",1995
"27970",27,"P","Sean Landeta",33,"10",0,"83 punts for a 44.3 average, 0 blocked","","ram",1995
"27971",28,"PR","Todd Kinchen",26,"3",1,"53 punt returns for a 7.8 average and 0 td","Los Angeles Rams / 3rd / 60th pick / 1992","ram",1995
"27972",29,"KR","Todd Kinchen",26,"3",1,"35 kick returns for a 21.2 average and 0 td","Los Angeles Rams / 3rd / 60th pick / 1992","ram",1995
"27973",2,"QB","Tony Banks",23,"Rook",13,"192 for 368, 2,544 yards, 15 td, 15 int, & 61 rushes for 212 yards and 0 td","St. Louis Rams / 2nd / 42nd pick / 1996","ram",1996
"27974",3,"RB","Lawrence Phillips",21,"Rook",11,"193 rushes for 632 yards, 4 td, & 8 catches for 28 yards and 1 td","St. Louis Rams / 1st / 6th pick / 1996","ram",1996
"27975",4,"FB","Derrick Harris",24,"Rook",6,"3 rushes for 5 yards, 0 td, & 4 catches for 17 yards and 0 td","St. Louis Rams / 6th / 175th pick / 1996","ram",1996
"27976",5,"WR","Isaac Bruce*",24,"2",16,"84 catches for 1,338 yards, 7 td, & 1 rush for 4 yards and 0 td","Los Angeles Rams / 2nd / 33rd pick / 1994","ram",1996
"27977",6,"WR","Eddie Kennison",23,"Rook",14,"54 catches for 924 yards, 9 td","St. Louis Rams / 1st / 18th pick / 1996","ram",1996
"27978",7,"TE","Ernie Conwell",24,"Rook",8,"15 catches for 164 yards, 0 td","St. Louis Rams / 2nd / 59th pick / 1996","ram",1996
"27979",8,"LT","Wayne Gandy",25,"2",16,"","Los Angeles Rams / 1st / 15th pick / 1994","ram",1996
"27980",9,"LG","Leo Goeas",30,"6",13,"1 fumble recovered","San Diego Chargers / 3rd / 60th pick / 1990","ram",1996
"27981",10,"C","Bern Brostek",30,"6",16,"","Los Angeles Rams / 1st / 23rd pick / 1990","ram",1996
"27982",11,"RG","Dwayne White",29,"6",16,"1 fumble recovered","New York Jets / 7th / 167th pick / 1990","ram",1996
"27983",12,"RT","Zach Wiegert",24,"1",16,"2 fumbles recovered","St. Louis Rams / 2nd / 38th pick / 1995","ram",1996
"27984",14,"LDE","Kevin Carter",23,"1",16,"9.5 sacks, 0 interceptions, 2 fumbles recovered","St. Louis Rams / 1st / 6th pick / 1995","ram",1996
"27985",15,"LDT","Jimmie Jones",30,"6",14,"5.5 sacks, 0 interceptions, 2 fumbles recovered","Dallas Cowboys / 3rd / 64th pick / 1990","ram",1996
"27986",16,"RDT","D'Marco Farr",25,"2",16,"4.5 sacks, 1 interception, 0 fumbles recovered","","ram",1996
"27987",17,"RDE","Leslie O'Neal",32,"10",16,"7.0 sacks, 0 interceptions, 3 fumbles recovered","San Diego Chargers / 1st / 8th pick / 1986","ram",1996
"27988",18,"LLB","Carlos Jenkins",28,"5",10,"0.0 sacks, 1 interception, 2 fumbles recovered","Minnesota Vikings / 3rd / 65th pick / 1991","ram",1996
"27989",19,"MLB","Robert Jones",27,"4",13,"0.0 sacks, 1 interception, 0 fumbles recovered","Dallas Cowboys / 1st / 24th pick / 1992","ram",1996
"27990",20,"RLB","Roman Phifer",28,"5",15,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 2nd / 31st pick / 1991","ram",1996
"27991",21,"LCB","Todd Lyght",27,"5",16,"0.0 sacks, 5 interceptions, 0 fumbles recovered","Los Angeles Rams / 1st / 5th pick / 1991","ram",1996
"27992",22,"RCB","Anthony Parker",30,"7",14,"0.0 sacks, 4 interceptions, 1 fumble recovered","","ram",1996
"27993",23,"SS","Toby Wright",26,"2",12,"0.0 sacks, 1 interception, 0 fumbles recovered","Los Angeles Rams / 2nd / 49th pick / 1994","ram",1996
"27994",24,"FS","Keith Lyle",24,"2",16,"0.0 sacks, 9 interceptions, 0 fumbles recovered","Los Angeles Rams / 3rd / 71st pick / 1994","ram",1996
"27995",26,"K","Chip Lohmiller",30,"8",0,"21 of 25 field goals & 28 of 29 extra points","Washington Redskins / 2nd / 55th pick / 1988","ram",1996
"27996",27,"P","Sean Landeta",34,"11",0,"78 punts for a 44.8 average, 0 blocked","","ram",1996
"27997",28,"PR","Eddie Kennison",23,"Rook",14,"29 punt returns for a 14.6 average and 2 td","St. Louis Rams / 1st / 18th pick / 1996","ram",1996
"27998",29,"KR","J.T. Thomas",25,"1",1,"30 kick returns for a 21.4 average and 0 td","St. Louis Rams / 7th / 240th pick / 1995","ram",1996
"27999",2,"QB","Tony Banks",24,"1",16,"252 for 487, 3,254 yards, 14 td, 13 int, & 47 rushes for 186 yards and 1 td","St. Louis Rams / 2nd / 42nd pick / 1996","ram",1997
"28000",3,"RB","Lawrence Phillips",22,"1",9,"183 rushes for 633 yards, 8 td, & 10 catches for 33 yards and 0 td","St. Louis Rams / 1st / 6th pick / 1996","ram",1997
"28001",4,"FB","Craig Heyward",31,"9",12,"34 rushes for 84 yards, 1 td, & 8 catches for 77 yards and 0 td","New Orleans Saints / 1st / 24th pick / 1988","ram",1997
"28002",5,"WR","Isaac Bruce",25,"3",12,"56 catches for 815 yards, 5 td","Los Angeles Rams / 2nd / 33rd pick / 1994","ram",1997
"28003",6,"WR","Eddie Kennison",24,"1",9,"25 catches for 404 yards, 0 td, & 3 rushes for 13 yards and 0 td","St. Louis Rams / 1st / 18th pick / 1996","ram",1997
"28004",7,"TE","Ernie Conwell",25,"1",16,"38 catches for 404 yards, 4 td","St. Louis Rams / 2nd / 59th pick / 1996","ram",1997
"28005",8,"LT","Orlando Pace",22,"Rook",9,"1 fumble recovered","St. Louis Rams / 1st / 1st pick / 1997","ram",1997
"28006",9,"LG","John Gerak",27,"4",16,"","Minnesota Vikings / 3rd / 57th pick / 1993","ram",1997
"28007",10,"C","Mike Gruttadauria",25,"1",14,"","","ram",1997
"28008",11,"RG","Zach Wiegert",25,"2",15,"4 fumbles recovered","St. Louis Rams / 2nd / 38th pick / 1995","ram",1997
"28009",12,"RT","Wayne Gandy",26,"3",16,"","Los Angeles Rams / 1st / 15th pick / 1994","ram",1997
"28010",14,"LDE","Kevin Carter",24,"2",16,"7.5 sacks, 0 interceptions, 2 fumbles recovered","St. Louis Rams / 1st / 6th pick / 1995","ram",1997
"28011",15,"LDT","Bill Johnson",29,"5",16,"4.0 sacks, 0 interceptions, 1 fumble recovered","Cleveland Browns / 3rd / 65th pick / 1992","ram",1997
"28012",16,"RDT","D'Marco Farr",26,"3",16,"3.0 sacks, 1 interception, 2 fumbles recovered","","ram",1997
"28013",17,"RDE","Leslie O'Neal",33,"11",14,"10.0 sacks, 1 interception, 2 fumbles recovered","San Diego Chargers / 1st / 8th pick / 1986","ram",1997
"28014",18,"LLB","Mike Jones",28,"6",16,"2.0 sacks, 1 interception, 0 fumbles recovered","","ram",1997
"28015",19,"MLB","Robert Jones",28,"5",15,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Dallas Cowboys / 1st / 24th pick / 1992","ram",1997
"28016",20,"RLB","Roman Phifer",29,"6",15,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Los Angeles Rams / 2nd / 31st pick / 1991","ram",1997
"28017",21,"LCB","Todd Lyght",28,"6",16,"1.0 sacks, 4 interceptions, 2 fumbles recovered","Los Angeles Rams / 1st / 5th pick / 1991","ram",1997
"28018",22,"RCB","Ryan McNeil",27,"4",16,"0.0 sacks, 9 interceptions, 1 fumble recovered","Detroit Lions / 2nd / 33rd pick / 1993","ram",1997
"28019",23,"SS","Toby Wright",27,"3",11,"0.0 sacks, 0 interceptions, 1 fumble recovered","Los Angeles Rams / 2nd / 49th pick / 1994","ram",1997
"28020",24,"FS","Keith Lyle",25,"3",16,"2.0 sacks, 8 interceptions, 0 fumbles recovered","Los Angeles Rams / 3rd / 71st pick / 1994","ram",1997
"28021",26,"K","Jeff Wilkins",25,"3",0,"25 of 37 field goals & 32 of 32 extra points","","ram",1997
"28022",27,"P","Mike Horan",38,"13",0,"53 punts for a 42.9 average, 0 blocked","Atlanta Falcons / 9th / 235th pick / 1982","ram",1997
"28023",28,"PR","Eddie Kennison",24,"1",9,"34 punt returns for a 7.3 average and 0 td","St. Louis Rams / 1st / 18th pick / 1996","ram",1997
"28024",29,"KR","David Thompson",22,"Rook",0,"49 kick returns for a 22.7 average and 0 td","","ram",1997
"28025",2,"QB","Tony Banks",25,"2",14,"241 for 408, 2,535 yards, 7 td, 14 int, & 40 rushes for 156 yards and 3 td","St. Louis Rams / 2nd / 42nd pick / 1996","ram",1998
"28026",3,"RB","Robert Holcombe",23,"Rook",6,"98 rushes for 230 yards, 2 td, & 6 catches for 34 yards and 0 td","St. Louis Rams / 2nd / 37th pick / 1998","ram",1998
"28027",4,"FB","Derrick Harris",26,"2",14,"14 rushes for 38 yards, 0 td, & 12 catches for 57 yards and 2 td","St. Louis Rams / 6th / 175th pick / 1996","ram",1998
"28028",5,"WR","Eddie Kennison",25,"2",13,"17 catches for 234 yards, 1 td, & 2 rushes for 9 yards and 0 td","St. Louis Rams / 1st / 18th pick / 1996","ram",1998
"28029",6,"WR","Ricky Proehl",30,"8",11,"60 catches for 771 yards, 3 td, & 1 rush for 14 yards and 0 td","Phoenix Cardinals / 3rd / 58th pick / 1990","ram",1998
